SAMPLE	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
BTTrp-6	Contig24	1	75409	8737	17223	22.8394	11.1337	36.4	2.22
CD0065	Contig01	1	11008917	4051306	10679190	97.0049	54.2846	37.2	49.9
CD0065	Contig02	1	8645043	2999179	8232935	95.233	51.2619	37.2	52
CD0065	Contig03	1	1697966	792148	1589459	93.6096	68.2315	37.4	35.8
CD0065	Contig04	1	796569	307299	615686	77.2922	55.3865	37.4	21.5
CD0065	Contig05	1	60573	4258	29743	49.1027	9.33338	37.1	5.15
CD0065	Contig06	1	6618557	2409175	6465309	97.6846	53.7595	37.2	51
CD0065	Contig07	1	51574	6272	23703	45.9592	16.7197	37.4	19.1
CD0065	Contig08	1	5731635	2010213	5588069	97.4952	51.8872	37.2	53.6
CD0065	Contig09	1	4595668	1590124	4490650	97.7148	51.2746	37.2	55.8
CD0065	Contig10	1	1201610	107483	344525	28.6719	11.8067	37.6	23.5
CD0065	Contig11	1	170974	63875	109116	63.8202	53.7872	37.4	26
CD0065	Contig12	1	1464303	529038	1395105	95.2743	53.0268	37.1	46.9
CD0065	Contig13	1	4077659	1494480	3986669	97.7686	54.0135	37.2	48.8
CD0065	Contig14	1	55256	5127	34073	61.6639	13.5795	37.1	21.7
CD0065	Contig15	1	72685	47130	44476	61.1901	94.2666	36.8	2.22
CD0065	Contig16	1	77902	10872	17374	22.3024	19.8483	37.1	0.488
CD0065	Contig17	1	104405	3567	20282	19.4263	4.23863	37.2	2.02
CD0065	Contig18	1	133460	191532	96901	72.6068	203.852	36.4	2.04
CD0065	Contig19	1	96136	130846	77093	80.1916	200.207	37	1.02
CD0065	Contig20	1	73650	2150	24864	33.7597	4.03082	37.2	14
CD0065	Contig21	1	73030	5034	25684	35.1691	9.605	37.4	10.4
CD0065	Contig22	1	52001	428	4182	8.04215	0.848407	35.7	0.32
CD0065	Contig23	1	70829	1478	22148	31.2697	2.56361	36.9	2.35
CD0065	Contig24	1	75409	2118	19070	25.2888	3.37812	37	1.76
CD0073-1	Contig01	1	11008917	4712997	10578376	96.0892	42.2778	36.1	51.7
CD0073-1	Contig02	1	8645043	3722900	8352239	96.613	42.5617	36.1	52.6
CD0073-1	Contig03	1	1697966	686033	1555042	91.5826	39.5507	36.1	31.3
CD0073-1	Contig04	1	796569	275247	625431	78.5156	33.6881	36.4	12.9
CD0073-1	Contig05	1	60573	10493	41410	68.3638	16.841	36	5.15
CD0073-1	Contig06	1	6618557	2889013	6552268	98.9984	43.1551	36	53.8
CD0073-1	Contig07	1	51574	9355	28265	54.8047	17.6697	36.5	3.23
CD0073-1	Contig08	1	5731635	2455268	5623444	98.1124	42.3792	36	55.6
CD0073-1	Contig09	1	4595668	1983004	4490781	97.7177	42.6959	36	56.6
CD0073-1	Contig10	1	1201610	99002	345725	28.7718	7.74023	36.3	15.5
CD0073-1	Contig11	1	170974	50382	125060	73.1456	28.6598	36.3	17.7
CD0073-1	Contig12	1	1464303	603945	1399079	95.5457	40.6016	36	48.9
CD0073-1	Contig13	1	4077659	1732576	3958797	97.085	41.9696	36	51.6
CD0073-1	Contig14	1	55256	11451	44876	81.2147	20.5163	36	9.18
CD0073-1	Contig15	1	72685	31732	50786	69.8714	43.0201	36.1	0.143
CD0073-1	Contig16	1	77902	14557	25212	32.3637	18.2096	36.3	0.0249
CD0073-1	Contig17	1	104405	5937	23821	22.816	5.27853	35.9	0.844
CD0073-1	Contig18	1	133460	94026	104592	78.3695	68.8859	36.1	0.111
CD0073-1	Contig19	1	96136	75470	80003	83.2186	77.2448	36.2	0.0539
CD0073-1	Contig20	1	73650	4986	28212	38.3055	6.631	35.7	1.73
CD0073-1	Contig21	1	73030	10052	25495	34.9103	13.3513	36.3	2.64
CD0073-1	Contig22	1	52001	1092	7615	14.6439	1.96319	35.9	0.308
CD0073-1	Contig23	1	70829	4991	30523	43.0939	6.76274	35.8	0.571
CD0073-1	Contig24	1	75409	5234	30386	40.2949	6.59134	35.8	0.784
CD0142	Contig01	1	11008917	5515654	10723130	97.404	74.165	37.5	51.4
CD0142	Contig02	1	8645043	4120952	8335090	96.4147	70.7164	37.5	53
CD0142	Contig03	1	1697966	924527	1552624	91.4402	80.0195	37.6	36.5
CD0142	Contig04	1	796569	341042	592924	74.4347	62.1789	37.7	25.5
CD0142	Contig05	1	60573	7348	33975	56.0893	16.8924	37.5	14.3
CD0142	Contig06	1	6618557	3259985	6522425	98.5475	73.0386	37.5	52.5
CD0142	Contig07	1	51574	5401	19030	36.8984	15.0627	37.7	23
CD0142	Contig08	1	5731635	2738223	5628838	98.2065	70.8744	37.4	54.7
CD0142	Contig09	1	4595668	2199370	4498020	97.8752	71.1277	37.5	56.4
CD0142	Contig10	1	1201610	718734	1187687	98.8413	88.3276	37.9	43.7
CD0142	Contig11	1	170974	57936	94036	55.0002	48.7932	37.6	20.1
CD0142	Contig12	1	1464303	689477	1340424	91.5401	69.4051	37.4	48.7
CD0142	Contig13	1	4077659	2026428	3981978	97.6535	73.5438	37.4	50.2
CD0142	Contig14	1	55256	11372	43107	78.0132	30.4537	37.5	31.4
CD0142	Contig15	1	72685	78408	45682	62.8493	156.512	37.1	2.13
CD0142	Contig16	1	77902	18754	17709	22.7324	34.3975	37.5	0.388
CD0142	Contig17	1	104405	12764	62520	59.8822	17.5824	37.8	12.1
CD0142	Contig18	1	133460	325667	98869	74.0814	348.258	36.8	2.35
CD0142	Contig19	1	96136	222992	77951	81.0841	341.764	37.4	0.929
CD0142	Contig20	1	73650	2824	27644	37.5343	5.35595	37.4	15.1
CD0142	Contig21	1	73030	12753	32571	44.5995	25.5528	37.7	21.3
CD0142	Contig22	1	52001	699	5592	10.7536	1.52895	36	1.59
CD0142	Contig23	1	70829	1769	21562	30.4423	3.2784	37.2	1.92
CD0142	Contig24	1	75409	2993	19221	25.489	5.17771	37.2	1.84
CD0203	Contig01	1	11008917	4930921	10615656	96.4278	44.2164	36.2	51.2
CD0203	Contig02	1	8645043	3884319	8388681	97.0346	44.385	36.2	51.9
CD0203	Contig03	1	1697966	867577	1614941	95.1103	50.0065	36.3	29.4
CD0203	Contig04	1	796569	372739	667356	83.7788	45.5935	36.6	13.6
CD0203	Contig05	1	60573	14323	44136	72.8641	23.0392	36.1	3.71
CD0203	Contig06	1	6618557	2985667	6548403	98.94	44.5777	36.1	53.5
CD0203	Contig07	1	51574	10386	29014	56.257	19.4329	36.6	2.92
CD0203	Contig08	1	5731635	2514401	5589720	97.524	43.3867	36.1	55.4
CD0203	Contig09	1	4595668	2039683	4447284	96.7712	43.9045	36.1	56.4
CD0203	Contig10	1	1201610	139449	405847	33.7753	10.8501	36.5	16.5
CD0203	Contig11	1	170974	60619	128526	75.1728	34.3965	36.4	17.5
CD0203	Contig12	1	1464303	625306	1407129	96.0955	42.0009	36.2	48.3
CD0203	Contig13	1	4077659	1805822	3979076	97.5824	43.7139	36.2	51.2
CD0203	Contig14	1	55256	13434	46799	84.6949	24.0505	36.2	8.91
CD0203	Contig15	1	72685	31332	51109	70.3157	42.4778	36.1	0.144
CD0203	Contig16	1	77902	14079	25234	32.392	17.604	36.3	0.0468
CD0203	Contig17	1	104405	6846	26541	25.4212	6.07124	36.1	0.636
CD0203	Contig18	1	133460	91371	104764	78.4984	66.8984	36.1	0.12
CD0203	Contig19	1	96136	73221	79328	82.5164	74.9909	36.2	0.0524
CD0203	Contig20	1	73650	5286	28278	38.3951	6.99234	35.7	1.65
CD0203	Contig21	1	73030	13898	36090	49.418	18.4942	36.4	3.55
CD0203	Contig22	1	52001	1116	7371	14.1747	2.00331	35.7	0.303
CD0203	Contig23	1	70829	5279	30896	43.6206	7.17202	35.8	0.579
CD0203	Contig24	1	75409	5701	30510	40.4594	7.21313	36	0.682
CH0043	Contig01	1	11008917	6082263	10648873	96.7295	81.7083	37.3	52.9
CH0043	Contig02	1	8645043	4271340	7833060	90.6075	73.2771	37.2	55.6
CH0043	Contig03	1	1697966	578614	1207916	71.139	50.1956	37.3	39.7
CH0043	Contig04	1	796569	118529	375525	47.1428	21.3529	37.3	10.4
CH0043	Contig05	1	60573	8349	35201	58.1134	20.1277	37.3	18.6
CH0043	Contig06	1	6618557	3679094	6535045	98.7382	82.3387	37.3	54.2
CH0043	Contig07	1	51574	4508	17577	34.0811	12.1295	37.5	22.9
CH0043	Contig08	1	5731635	3148241	5671186	98.9453	81.3689	37.2	55.7
CH0043	Contig09	1	4595668	2466871	4475046	97.3753	79.6765	37.2	57.3
CH0043	Contig10	1	1201610	42563	163589	13.6142	4.7361	37.4	13.3
CH0043	Contig11	1	170974	44485	114911	67.2096	37.7295	37.3	12.7
CH0043	Contig12	1	1464303	778507	1378686	94.1531	78.3425	37.2	50.8
CH0043	Contig13	1	4077659	2249037	3988036	97.8021	81.5373	37.2	52.4
CH0043	Contig14	1	55256	14320	45720	82.7421	38.2357	37.2	31.1
CH0043	Contig15	1	72685	103505	45362	62.409	207.381	36.9	2.13
CH0043	Contig16	1	77902	25299	20839	26.7503	46.4949	37.3	0.377
CH0043	Contig17	1	104405	2049	14402	13.7944	2.66116	36.9	0.272
CH0043	Contig18	1	133460	429067	101105	75.7568	458.337	36.5	2.13
CH0043	Contig19	1	96136	291589	80599	83.8385	447.152	37.2	0.908
CH0043	Contig20	1	73650	3286	26532	36.0244	6.28595	37.2	16.2
CH0043	Contig21	1	73030	4093	20221	27.6886	8.03886	37.6	9.36
CH0043	Contig22	1	52001	517	5631	10.8286	1.14363	36.5	3.42
CH0043	Contig23	1	70829	1332	21002	29.6517	2.38315	36.9	2.27
CH0043	Contig24	1	75409	2566	17041	22.5981	4.41109	37.1	2.23
CH0052	Contig01	1	11008917	3482335	10843298	98.4956	31.2994	36.1	51.4
CH0052	Contig02	1	8645043	2464779	7970523	92.1976	28.2144	36	54
CH0052	Contig03	1	1697966	502830	1560668	91.914	29.1914	36.2	29.5
CH0052	Contig04	1	796569	196520	626012	78.5885	24.1865	36.4	14.1
CH0052	Contig05	1	60573	7305	37371	61.6958	11.8367	35.9	5.58
CH0052	Contig06	1	6618557	2049268	6560475	99.1224	30.6563	36	53.7
CH0052	Contig07	1	51574	5554	28353	54.9754	10.6101	36.3	3.19
CH0052	Contig08	1	5731635	1759825	5704262	99.5224	30.4077	36	55.4
CH0052	Contig09	1	4595668	1428321	4581397	99.6895	30.7871	36	56.4
CH0052	Contig10	1	1201610	52933	262799	21.8706	4.2186	36.2	9.43
CH0052	Contig11	1	170974	34763	110596	64.6859	19.8144	36.4	18.4
CH0052	Contig12	1	1464303	431073	1424792	97.3017	29.1223	36	49
CH0052	Contig13	1	4077659	1230869	3988825	97.8214	29.8834	36.1	51.2
CH0052	Contig14	1	55256	7937	45733	82.7657	14.188	36	8.9
CH0052	Contig15	1	72685	33880	51482	70.8289	45.9707	36.2	0.134
CH0052	Contig16	1	77902	14942	25517	32.7553	18.7008	36.4	0.0304
CH0052	Contig17	1	104405	3241	20472	19.6083	2.93036	35.8	0.224
CH0052	Contig18	1	133460	97418	104610	78.383	71.4677	36.2	0.1
CH0052	Contig19	1	96136	78333	80193	83.4162	80.1855	36.3	0.0529
CH0052	Contig20	1	73650	3999	34257	46.5132	5.30521	35.8	2.25
CH0052	Contig21	1	73030	4925	23193	31.7582	6.61035	36.1	0.8
CH0052	Contig22	1	52001	772	7938	15.2651	1.43893	36.1	1.39
CH0052	Contig23	1	70829	4135	30930	43.6686	5.71462	35.9	0.532
CH0052	Contig24	1	75409	4048	30044	39.8414	5.20145	36.1	0.631
CH0063	Contig01	1	11008917	5901539	10876669	98.7987	52.9064	35.2	53.3
CH0063	Contig02	1	8645043	4275791	8018302	92.7503	48.803	35.1	55.3
CH0063	Contig03	1	1697966	591452	1294895	76.2615	34.2527	35.1	36.8
CH0063	Contig04	1	796569	106030	373838	46.931	12.9662	35.3	5.51
CH0063	Contig05	1	60573	13503	44070	72.7552	21.8178	35.3	5.02
CH0063	Contig06	1	6618557	3562700	6576963	99.3716	53.1242	35.1	54.8
CH0063	Contig07	1	51574	5943	25904	50.2269	11.2797	35.8	2.93
CH0063	Contig08	1	5731635	3110324	5707627	99.5811	53.5741	35.2	56
CH0063	Contig09	1	4595668	2484105	4541860	98.8292	53.3622	35.1	57.2
CH0063	Contig10	1	1201610	54006	204861	17.0489	4.31488	35.4	11.8
CH0063	Contig11	1	170974	23133	86359	50.51	13.1945	35.2	4.95
CH0063	Contig12	1	1464303	756671	1432255	97.8114	50.9607	35.2	50.4
CH0063	Contig13	1	4077659	2175155	4038862	99.0485	52.6465	35.2	52.8
CH0063	Contig14	1	55256	16056	47216	85.4495	28.6716	35.3	9.33
CH0063	Contig15	1	72685	31944	52551	72.2996	42.9987	35	0.127
CH0063	Contig16	1	77902	14335	26760	34.3509	17.7567	35.1	0.0648
CH0063	Contig17	1	104405	2826	16711	16.0059	2.60752	34	0.265
CH0063	Contig18	1	133460	92216	106790	80.0165	66.9178	34.9	0.174
CH0063	Contig19	1	96136	73493	80821	84.0694	74.7292	35.1	0.0673
CH0063	Contig20	1	73650	7060	35909	48.7563	9.32563	34.9	2.34
CH0063	Contig21	1	73030	7424	20828	28.5198	10.0348	35.3	2
CH0063	Contig22	1	52001	1358	8590	16.5189	2.55293	35.2	1.53
CH0063	Contig23	1	70829	5799	33002	46.5939	7.95095	35	0.822
CH0063	Contig24	1	75409	6124	32101	42.5692	7.85044	35.2	1.01
CH0072	Contig01	1	11008917	4528257	10737609	97.5356	60.9644	37.3	53
CH0072	Contig02	1	8645043	3146754	7734434	89.4667	54.0557	37.3	55.9
CH0072	Contig03	1	1697966	444955	1228920	72.376	38.5772	37.3	40.4
CH0072	Contig04	1	796569	83101	332733	41.7708	15.0126	37.4	10
CH0072	Contig05	1	60573	11835	36307	59.9392	28.7555	37.6	26.4
CH0072	Contig06	1	6618557	2731474	6526487	98.6089	61.1942	37.3	54
CH0072	Contig07	1	51574	5342	24481	47.4677	14.8846	37.4	23
CH0072	Contig08	1	5731635	2329573	5635202	98.3175	60.2976	37.3	55.7
CH0072	Contig09	1	4595668	1843667	4482243	97.5319	59.6209	37.3	57.3
CH0072	Contig10	1	1201610	30108	150802	12.55	3.40876	37.4	15.6
CH0072	Contig11	1	170974	23808	79647	46.5843	20.0979	37.4	9.25
CH0072	Contig12	1	1464303	581579	1389352	94.8815	58.5647	37.2	50.6
CH0072	Contig13	1	4077659	1686649	3986120	97.7551	61.2248	37.3	52.2
CH0072	Contig14	1	55256	12698	45457	82.2662	33.8859	37.3	32
CH0072	Contig15	1	72685	69884	45652	62.808	138.53	36.8	3.07
CH0072	Contig16	1	77902	15580	19287	24.758	28.7307	37.3	0.433
CH0072	Contig17	1	104405	1757	12910	12.3653	2.32339	36.8	0.325
CH0072	Contig18	1	133460	275609	99308	74.4103	295.578	36.6	2.2
CH0072	Contig19	1	96136	186547	78149	81.29	286.424	37.2	0.795
CH0072	Contig20	1	73650	2577	25848	35.0957	4.9584	37.2	13.9
CH0072	Contig21	1	73030	2709	19897	27.245	5.34094	37.6	11.9
CH0072	Contig22	1	52001	374	4509	8.67099	0.797081	35.6	0.658
CH0072	Contig23	1	70829	1062	19708	27.8248	1.79208	36.9	1.95
CH0072	Contig24	1	75409	1843	18800	24.9307	2.81793	37	2.14
CH0092	Contig01	1	11008917	4592793	10818561	98.2709	41.2504	36.1	52.2
CH0092	Contig02	1	8645043	3703065	8579158	99.2379	42.3585	36.1	51.8
CH0092	Contig03	1	1697966	665843	1642100	96.7098	38.7139	36.2	30.3
CH0092	Contig04	1	796569	208496	634638	79.6714	25.703	36.3	10.3
CH0092	Contig05	1	60573	10542	40440	66.7624	17.1169	36.1	5.68
CH0092	Contig06	1	6618557	2750106	6556222	99.0582	41.1098	36.1	54
CH0092	Contig07	1	51574	5152	28467	55.1964	9.68977	36.2	2.39
CH0092	Contig08	1	5731635	2386895	5690497	99.2823	41.2052	36.1	55.4
CH0092	Contig09	1	4595668	1921487	4567083	99.378	41.3747	36	56.6
CH0092	Contig10	1	1201610	69931	293959	24.4638	5.5965	36.2	15
CH0092	Contig11	1	170974	40105	133699	78.1984	23.02	36.3	3.63
CH0092	Contig12	1	1464303	578707	1422566	97.1497	39.073	36.1	48.9
CH0092	Contig13	1	4077659	1677526	4041786	99.1203	40.6922	36.1	51.7
CH0092	Contig14	1	55256	11040	46134	83.4914	19.7331	36.1	8.95
CH0092	Contig15	1	72685	33420	52319	71.9805	45.2402	36.2	0.118
CH0092	Contig16	1	77902	15267	26549	34.08	19.0512	36.4	0.043
CH0092	Contig17	1	104405	3775	23742	22.7403	3.45465	35.5	0.119
CH0092	Contig18	1	133460	98608	105887	79.3399	72.177	36.2	0.129
CH0092	Contig19	1	96136	79280	80888	84.1391	80.9965	36.3	0.0521
CH0092	Contig20	1	73650	4764	30656	41.6239	6.34873	35.7	2.16
CH0092	Contig21	1	73030	16315	46866	64.1736	21.9638	36.2	4.27
CH0092	Contig22	1	52001	1163	8782	16.8881	2.17898	36.1	1.22
CH0092	Contig23	1	70829	5230	31518	44.4987	7.23303	35.8	0.515
CH0092	Contig24	1	75409	4963	27135	35.9838	6.40182	35.9	0.285
CH0328	Contig01	1	11008917	560256	10361080	94.1153	11.4001	35.4	51.3
CH0328	Contig02	1	8645043	429819	8093662	93.622	11.1773	35.4	52.8
CH0328	Contig03	1	1697966	98387	1443885	85.0362	12.8368	35.6	31.8
CH0328	Contig04	1	796569	33974	488818	61.3654	9.26372	35.8	13.6
CH0328	Contig05	1	60573	917	24124	39.8263	3.07959	35.5	7.91
CH0328	Contig06	1	6618557	341489	6416769	96.9512	11.5965	35.4	53.3
CH0328	Contig07	1	51574	914	17538	34.0055	3.77869	36	6.13
CH0328	Contig08	1	5731635	287339	5552244	96.8702	11.2776	35.4	55.3
CH0328	Contig09	1	4595668	226748	4407516	95.9059	11.1159	35.3	56.6
CH0328	Contig10	1	1201610	10116	199675	16.6173	1.67322	35.7	16.9
CH0328	Contig11	1	170974	6159	102229	59.7921	7.76183	35.8	20.1
CH0328	Contig12	1	1464303	72827	1350149	92.2042	11.0354	35.4	48.7
CH0328	Contig13	1	4077659	212960	3889022	95.3739	11.7111	35.4	50.7
CH0328	Contig14	1	55256	1315	36777	66.5575	5.39686	35.5	14
CH0328	Contig15	1	72685	8241	34864	47.9659	24.963	34.8	0.429
CH0328	Contig16	1	77902	3181	11888	15.2602	9.05701	34.9	0.0764
CH0328	Contig17	1	104405	416	12162	11.6489	0.732858	35.4	0.671
CH0328	Contig18	1	133460	30884	80842	60.574	49.8785	34.8	0.447
CH0328	Contig19	1	96136	23684	63525	66.0783	54.9548	35.1	0.167
CH0328	Contig20	1	73650	285	11787	16.0041	0.840244	35.2	3.17
CH0328	Contig21	1	73030	824	16826	23.0398	2.4182	35.7	4.45
CH0328	Contig22	1	52001	47	2491	4.79029	0.126709	35	2.94
CH0328	Contig23	1	70829	177	9087	12.8295	0.468127	35.3	2.46
CH0328	Contig24	1	75409	480	10346	13.7198	0.859049	35.6	0.429
CH0333	Contig01	1	11008917	5160899	10782239	97.941	46.3275	36.2	52.8
CH0333	Contig02	1	8645043	3684119	7856299	90.8763	42.1613	36.1	55.6
CH0333	Contig03	1	1697966	491929	1259371	74.1694	28.5156	36.1	35.5
CH0333	Contig04	1	796569	109398	386815	48.5601	13.351	36.1	7.74
CH0333	Contig05	1	60573	11453	42782	70.6288	18.6384	36.3	6.31
CH0333	Contig06	1	6618557	3098567	6532704	98.7028	46.2804	36.2	54.5
CH0333	Contig07	1	51574	7715	28701	55.6501	14.5881	36.4	2.98
CH0333	Contig08	1	5731635	2677712	5634939	98.3129	46.203	36.2	55.9
CH0333	Contig09	1	4595668	2137736	4474075	97.3542	46.0251	36.1	57.1
CH0333	Contig10	1	1201610	46382	196204	16.3284	3.6983	36.1	9.22
CH0333	Contig11	1	170974	29243	90943	53.1911	16.6534	36.3	9.12
CH0333	Contig12	1	1464303	640067	1408261	96.1728	43.0787	36.2	49.9
CH0333	Contig13	1	4077659	1915917	4028898	98.8042	46.4074	36.2	52.4
CH0333	Contig14	1	55256	14528	46877	84.836	26.0139	36.3	9.51
CH0333	Contig15	1	72685	34209	51257	70.5194	46.2702	36.3	0.156
CH0333	Contig16	1	77902	15758	26629	34.1827	19.6674	36.5	0.0234
CH0333	Contig17	1	104405	3122	17075	16.3546	2.88389	35.5	0.234
CH0333	Contig18	1	133460	100441	105687	79.19	73.5323	36.3	0.114
CH0333	Contig19	1	96136	81160	80119	83.3392	82.9758	36.4	0.0361
CH0333	Contig20	1	73650	6494	33601	45.6225	8.55571	36	2.23
CH0333	Contig21	1	73030	6586	24909	34.1079	8.72763	36.3	1.18
CH0333	Contig22	1	52001	1093	7188	13.8228	1.99135	35.9	0.276
CH0333	Contig23	1	70829	5007	30785	43.4638	6.83469	36	0.534
CH0333	Contig24	1	75409	4956	26559	35.2199	6.31496	35.9	0.439
CH0452	Contig01	1	11008917	3431300	10747228	97.6229	46.1532	37.2	52.2
CH0452	Contig02	1	8645043	2500897	8059611	93.2281	42.8951	37.2	54.3
CH0452	Contig03	1	1697966	538669	1481977	87.2795	46.5591	37.3	38.1
CH0452	Contig04	1	796569	262834	710996	89.2573	47.9286	37.5	30.6
CH0452	Contig05	1	60573	3634	25681	42.3968	8.20506	37.4	12.6
CH0452	Contig06	1	6618557	2063437	6535043	98.7382	46.2009	37.2	53.4
CH0452	Contig07	1	51574	2807	22776	44.1618	7.6164	37.5	21.7
CH0452	Contig08	1	5731635	1731525	5671354	98.9483	44.8328	37.2	55.6
CH0452	Contig09	1	4595668	1373173	4508124	98.0951	44.4246	37.2	56.6
CH0452	Contig10	1	1201610	63205	272598	22.6861	6.8419	37.5	23.3
CH0452	Contig11	1	170974	35929	110921	64.8759	30.1915	37.4	27.6
CH0452	Contig12	1	1464303	459856	1390422	94.9545	46.32	37.2	48.9
CH0452	Contig13	1	4077659	1269747	4003161	98.173	46.1128	37.1	51.3
CH0452	Contig14	1	55256	6408	39296	71.1163	16.8991	37.1	28.4
CH0452	Contig15	1	72685	46513	42433	58.3793	93.7574	36.7	2.4
CH0452	Contig16	1	77902	11114	16336	20.9699	20.4695	37.2	0.446
CH0452	Contig17	1	104405	3271	19000	18.1984	3.88555	37.3	3.49
CH0452	Contig18	1	133460	193429	95297	71.4049	207.937	36.5	1.94
CH0452	Contig19	1	96136	131475	75850	78.8986	202.356	37	0.895
CH0452	Contig20	1	73650	2245	23781	32.2892	4.28831	37.1	15.2
CH0452	Contig21	1	73030	8448	32175	44.0572	16.7885	37.4	21.8
CH0452	Contig22	1	52001	203	3222	6.19603	0.395877	35.3	0.808
CH0452	Contig23	1	70829	746	16777	23.6866	1.3908	36.9	2.92
CH0452	Contig24	1	75409	1260	15157	20.0997	2.00626	37	1.59
CH0461	Contig01	1	11008917	5682822	10495637	95.3376	76.1866	36.9	52.5
CH0461	Contig02	1	8645043	4039550	7740043	89.5316	69.1513	36.9	55.7
CH0461	Contig03	1	1697966	559894	1206223	71.0393	48.4198	36.9	38.8
CH0461	Contig04	1	796569	100255	342428	42.9879	17.975	36.9	7.72
CH0461	Contig05	1	60573	10129	35559	58.7044	24.254	37.1	22.4
CH0461	Contig06	1	6618557	3520228	6536527	98.7606	78.5733	36.9	53.7
CH0461	Contig07	1	51574	4624	24844	48.1716	12.3786	36.9	19.9
CH0461	Contig08	1	5731635	3016185	5671250	98.9465	77.7361	36.9	55.6
CH0461	Contig09	1	4595668	2371023	4483865	97.5672	76.4146	36.9	57
CH0461	Contig10	1	1201610	38535	162407	13.5158	4.35192	37	11.9
CH0461	Contig11	1	170974	28995	83194	48.6589	24.3404	36.8	7.29
CH0461	Contig12	1	1464303	768448	1414335	96.5876	77.1148	36.8	50.2
CH0461	Contig13	1	4077659	2171783	3997961	98.0455	78.4776	36.9	51.7
CH0461	Contig14	1	55256	21373	45860	82.9955	56.8203	36.8	35.4
CH0461	Contig15	1	72685	97219	47023	64.6942	194.191	36.5	2.09
CH0461	Contig16	1	77902	22844	22143	28.4242	41.5637	36.8	0.502
CH0461	Contig17	1	104405	2117	14254	13.6526	2.72186	36.2	0.457
CH0461	Contig18	1	133460	402444	102448	76.7631	428.758	36.1	1.98
CH0461	Contig19	1	96136	275153	81647	84.9286	420.558	36.7	0.992
CH0461	Contig20	1	73650	3232	27021	36.6884	6.17045	36.9	15
CH0461	Contig21	1	73030	3318	21082	28.8676	6.4858	37.1	8.32
CH0461	Contig22	1	52001	447	4830	9.28828	0.973154	35.1	0.562
CH0461	Contig23	1	70829	1312	21535	30.4042	2.34115	36.4	2.82
CH0461	Contig24	1	75409	2581	19680	26.0977	4.26643	36.7	2.96
CH0532	Contig01	1	11008917	548333	10518184	95.5424	11.1427	35.2	51.2
CH0532	Contig02	1	8645043	413272	8189890	94.7351	10.7535	35.2	52.7
CH0532	Contig03	1	1697966	82351	1406188	82.816	10.7096	35.3	33.4
CH0532	Contig04	1	796569	28886	521564	65.4763	7.88758	35.6	12.5
CH0532	Contig05	1	60573	960	26611	43.9321	3.38324	35.4	7.26
CH0532	Contig06	1	6618557	329049	6415686	96.9348	11.1709	35.2	52.9
CH0532	Contig07	1	51574	580	15143	29.3617	2.37147	35.8	5.89
CH0532	Contig08	1	5731635	280894	5595884	97.6315	11.0249	35.2	55
CH0532	Contig09	1	4595668	222385	4445082	96.7233	10.9202	35.2	56.6
CH0532	Contig10	1	1201610	11228	208926	17.3872	1.88652	35.5	23.7
CH0532	Contig11	1	170974	5922	118494	69.3053	7.48986	35.5	13.1
CH0532	Contig12	1	1464303	68890	1340412	91.5393	10.4873	35.2	48.3
CH0532	Contig13	1	4077659	204038	3900735	95.6611	11.2178	35.2	50
CH0532	Contig14	1	55256	1669	37759	68.3347	6.7354	35.4	13.9
CH0532	Contig15	1	72685	7428	33651	46.297	22.2292	34.7	0.375
CH0532	Contig16	1	77902	2916	11348	14.567	8.25047	34.7	0.0682
CH0532	Contig17	1	104405	328	10569	10.1231	0.601849	34.8	0.284
CH0532	Contig18	1	133460	28267	78179	58.5786	45.4941	34.6	0.388
CH0532	Contig19	1	96136	21231	62775	65.2981	49.2409	34.9	0.141
CH0532	Contig20	1	73650	380	16387	22.2498	1.0589	35	3.23
CH0532	Contig21	1	73030	1159	29250	40.052	3.45822	35.5	4.48
CH0532	Contig22	1	52001	59	3036	5.83835	0.181208	34.9	1.58
CH0532	Contig23	1	70829	195	10161	14.3458	0.552443	35.7	0.795
CH0532	Contig24	1	75409	502	9186	12.1816	0.882348	35.3	0.275
CH0549	Contig01	1	11008917	3721049	10589784	96.1928	33.3615	36.1	50.1
CH0549	Contig02	1	8645043	2961745	8290317	95.8968	33.8264	36.1	50.7
CH0549	Contig03	1	1697966	821341	1583420	93.2539	47.5225	36.5	25.4
CH0549	Contig04	1	796569	391187	638744	80.1869	48.0877	36.7	13.3
CH0549	Contig05	1	60573	11698	42006	69.3477	18.8013	36.1	3.21
CH0549	Contig06	1	6618557	2257750	6546883	98.9171	33.7024	36.1	52.7
CH0549	Contig07	1	51574	5656	23451	45.4706	10.7207	36.5	3.07
CH0549	Contig08	1	5731635	1898164	5623458	98.1126	32.7419	36.1	54.7
CH0549	Contig09	1	4595668	1527022	4471284	97.2935	32.8587	36	55.9
CH0549	Contig10	1	1201610	118838	323870	26.953	9.38188	36.4	15.7
CH0549	Contig11	1	170974	62002	126055	73.7276	35.339	36.5	21.8
CH0549	Contig12	1	1464303	480091	1398372	95.4974	32.2472	36.1	46.9
CH0549	Contig13	1	4077659	1359865	3958212	97.0707	32.9252	36.1	50.1
CH0549	Contig14	1	55256	8534	44290	80.1542	15.2538	36	8.83
CH0549	Contig15	1	72685	25992	50216	69.0872	35.2316	36	0.164
